userAddress,poolAddress,tokenAddress,blockNumber,balance,timestamp
0x092f190a527a5de46ea2515aee748b87094a6cb5,0xb666582f612692525c4027d2a8280ac06a055a95,0x0000000000000000000000000000000000000000,600000,183502529105147324,1713146329
0x09334f0af370d352f40d88a7a78c1a042521ec8b,0xb666582f612692525c4027d2a8280ac06a055a95,0x0000000000000000000000000000000000000000,600000,6552180429945117,1713146329
0x096710b7e1ac56b5073d63ad11a0869851459663,0xb666582f612692525c4027d2a8280ac06a055a95,0x0000000000000000000000000000000000000000,600000,163731891027667097,1713146329
0x0975a395deb925680abc8243bf6fc2b81c2624a9,0xb666582f612692525c4027d2a8280ac06a055a95,0x0000000000000000000000000000000000000000,600000,72070273706437454,1713146329
0x0993591dd0033a3b181160a87f58f1394717e9fe,0xb666582f612692525c4027d2a8280ac06a055a95,0x0000000000000000000000000000000000000000,600000,163814352017974416,1713146329
0x099e4638e85f34087ede6121ce7b67f61e4fa27f,0xdd6105865380984716c6b2a1591f9643e6ed1c48,0x1b49ecf1a8323db4abf48b2f5efaa33f7ddab3fc,600000,585573390019578468,1713146329
0x099e4638e85f34087ede6121ce7b67f61e4fa27f,0x8c4ba925d899ccde6d3657fcd9416c819edbef97,0xdeec33dc735baf36b473598c33bcd077a0f32049,600000,427785146986287220,1713146329
0x09ad31043b0b939576d5206b064ca1807c4160fd,0xb666582f612692525c4027d2a8280ac06a055a95,0x0000000000000000000000000000000000000000,600000,65536283228736111,1713146329
0x09c3dc2424ec51edba6effcef34d7c0201c4850b,0xb666582f612692525c4027d2a8280ac06a055a95,0x0000000000000000000000000000000000000000,600000,436517629890816,1713146329
0x09c3dc2424ec51edba6effcef34d7c0201c4850b,0xdd6105865380984716c6b2a1591f9643e6ed1c48,0x1b49ecf1a8323db4abf48b2f5efaa33f7ddab3fc,600000,287051658260014,1713146329
0x09c3dc2424ec51edba6effcef34d7c0201c4850b,0x8c4ba925d899ccde6d3657fcd9416c819edbef97,0xdeec33dc735baf36b473598c33bcd077a0f32049,600000,275173186963104,1713146329
0x09c3dc2424ec51edba6effcef34d7c0201c4850b,0xa04c6c48f32abe11298e9228e7b34289a0068236,0xebc45ef3b6d7e31573daa9be81825624725939f9,600000,156,1713146329
0x09c3dc2424ec51edba6effcef34d7c0201c4850b,0x9f4baa696954ea954090231a582d535854b1b40e,0xf5d3953a33f78e0412a8988fd77b4920aa968b0b,600000,770201751012675716,1713146329
0x0a1898d2b837311925ca5408b4bd7d01381226ce,0xdd6105865380984716c6b2a1591f9643e6ed1c48,0x1b49ecf1a8323db4abf48b2f5efaa33f7ddab3fc,600000,104293778982109033,1713146329
0x0a401585abd2e325878b1cce6ebcc9c8c4cd6a73,0xb666582f612692525c4027d2a8280ac06a055a95,0x0000000000000000000000000000000000000000,600000,196555389951912722,1713146329
0x0a4215068327ff2900145d0d9cd3eb91da3ae3a1,0xb666582f612692525c4027d2a8280ac06a055a95,0x0000000000000000000000000000000000000000,600000,58972706102110036,1713146329
0x0a4fb02a6aeae1a8b82800d3b5f98f9cf2cb3e03,0xdd6105865380984716c6b2a1591f9643e6ed1c48,0x1b49ecf1a8323db4abf48b2f5efaa33f7ddab3fc,600000,591125518735015,1713146329
0x0a5ed67a2448d54a109d8c673072a22631c7b8c4,0xb666582f612692525c4027d2a8280ac06a055a95,0x0000000000000000000000000000000000000000,600000,350872849816440466,1713146329
0x0a7e772aad9acc068d749708d37fbc58142d602a,0xb666582f612692525c4027d2a8280ac06a055a95,0x0000000000000000000000000000000000000000,600000,157644899433451323,1713146329
0x0a8f4e308b17f836eab6493f42e48ac07d30946d,0xdd6105865380984716c6b2a1591f9643e6ed1c48,0x1b49ecf1a8323db4abf48b2f5efaa33f7ddab3fc,600000,4041854165052074678,1713146329
0x0a9d5316372c2c6b185bf2fc13498f07be890529,0xb666582f612692525c4027d2a8280ac06a055a95,0x0000000000000000000000000000000000000000,600000,58968271363918573,1713146329
0x0aa372cc22535b36f95ad5f3f35813c0bf2b3f82,0xb666582f612692525c4027d2a8280ac06a055a95,0x0000000000000000000000000000000000000000,600000,65518620592868335,1713146329
0x0abe81b56f49b2f9031e753bd666f2931303f6e9,0x9f4baa696954ea954090231a582d535854b1b40e,0xf5d3953a33f78e0412a8988fd77b4920aa968b0b,600000,44369928961147051430,1713146329
0x0abef75856867f87f6d8191221c5b397872b320b,0xdd6105865380984716c6b2a1591f9643e6ed1c48,0x1b49ecf1a8323db4abf48b2f5efaa33f7ddab3fc,600000,66796443802069357,1713146329
0x0ad72a5d730849ed5747b5009eacf57d5c356328,0xb666582f612692525c4027d2a8280ac06a055a95,0x0000000000000000000000000000000000000000,600000,163809396982824156,1713146329
0x0ad72a5d730849ed5747b5009eacf57d5c356328,0xdd6105865380984716c6b2a1591f9643e6ed1c48,0x1b49ecf1a8323db4abf48b2f5efaa33f7ddab3fc,600000,164661976259370679,1713146329
0x0ae3d5949202165584a270cbac7a733b0307a766,0xdd6105865380984716c6b2a1591f9643e6ed1c48,0x1b49ecf1a8323db4abf48b2f5efaa33f7ddab3fc,600000,6027163304569051006,1713146329
